study,split,prefix,yyyymmdd,HHMM,datetime,count,filename,path_img,path_txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,26,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,14,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,36,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,33,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_2_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,14,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,3,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,20,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,13,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_3_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,24,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,0,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,7,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,14,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_4_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,22,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,0,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,8,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,26,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_5_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,63,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,6,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,44,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,33,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_6_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,28,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,13,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,57,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,54,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_7_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,52,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,32,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,118,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,60,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_8_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,33,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,10,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,43,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,21,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x10_9_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,78,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,43,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,70,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,78,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_0_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,50,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,6,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,47,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,42,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_1_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,100,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,16,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,84,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,83,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_2_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,98,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,45,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,186,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,112,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_4x4_3_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,7,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,4,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,3,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,6,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,5,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_4,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_4.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_4.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,6,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_5,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_5.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_5.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,9,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_6,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_6.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_6.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,0,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_7,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_7.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_0_7.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,26,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,26,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,11,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,12,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,11,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_4,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_4.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_4.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,31,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_5,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_5.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_5.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,52,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_6,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_6.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_6.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,0,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_7,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_7.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_1_7.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,11,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,15,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_1.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,6,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_2,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_2.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_2.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,8,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_3,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_3.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_3.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,18,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_4,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_4.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_4.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,18,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_5,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_5.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_5.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,33,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_6,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_6.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_6.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,0,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_7,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_7.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_2_7.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,5,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_3_0,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_3_0.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_3_0.txt
study2,val,t1,19991231,2359,1999-12-31 23:59:00,9,t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_3_1,val/images/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_3_1.jpg,val/labels/t1-A1_1_JPEG.rf.aa31bc41fb5cd460b62715fdf93014fe_8x10_3_1.txt
