obs,pre,filename,study,split
3,6,t3-20221104-1654_jpg.rf.3769a8aaee7ebe5582f3ffb7928b8723,s1,test_b02
8,12,t3-20221104-1724_jpg.rf.9f6cc292786f49a353e2edc8050cbd69,s1,test_b02
13,16,t3-20221104-1754_jpg.rf.1c59d7e6bfdc8445a5df2c5cbcc3db69,s1,test_b02
16,23,t3-20221104-1824_jpg.rf.f7c6a111dc9017a51e6fc1c120b8ace9,s1,test_b02
13,17,t3-20221104-1854_jpg.rf.602a27e40b9e2aea0be02e87817de6d0,s1,test_b02
8,11,t3-20221104-1924_jpg.rf.305ed6714560c03905f6edf906ce354a,s1,test_b02
14,15,t3-20221104-1954_jpg.rf.85c1ed9c79941cca4e53e79731d407ac,s1,test_b02
10,16,t3-20221104-2024_jpg.rf.d96964c3e53faf179f5617bf15f48434,s1,test_b02
6,10,t3-20221104-2054_jpg.rf.8910f740305741387c72a7a092c9bfee,s1,test_b02
9,14,t3-20221104-2124_jpg.rf.64d96894557056262a59d54d6bda8356,s1,test_b02
8,10,t3-20221104-2154_jpg.rf.4b2726ad32a907470365f7ea49d6665e,s1,test_b02
8,12,t3-20221104-2224_jpg.rf.3357de8fe9dfb8d149956b5772f17a88,s1,test_b02
5,8,t3-20221104-2254_jpg.rf.23ebeb17e3eb803505f71be517ec9040,s1,test_b02
9,14,t3-20221104-2324_jpg.rf.96a17d0ee40d0dce6e461440cf96c04f,s1,test_b02
3,6,t3-20221104-2354_jpg.rf.5e181c4fa5e14e681c95a356342a73a9,s1,test_b02
7,10,t3-20221105-0024_jpg.rf.ea08bdf9addeba214e063025f244d32c,s1,test_b02
6,13,t3-20221105-0054_jpg.rf.ffbcea8a993cf9d8f05d0842184143a2,s1,test_b02
9,17,t3-20221105-0124_jpg.rf.bc81035df55730b711f9d886bfc60a9a,s1,test_b02
7,11,t3-20221105-0154_jpg.rf.b2f44a3fa0b8f50bf9ef466b81410005,s1,test_b02
7,13,t3-20221105-0224_jpg.rf.4d52d7aab9b465fe20205f5fd8539d11,s1,test_b02
6,9,t3-20221105-0254_jpg.rf.b574c77edbe1ad6f8dcdc0b483865715,s1,test_b02
6,10,t3-20221105-0324_jpg.rf.4e3e90caaac0ff16def85c072b13db95,s1,test_b02
4,8,t3-20221105-0354_jpg.rf.f4ef8cfd33494dd79ff43438a87f64be,s1,test_b02
7,9,t3-20221105-0424_jpg.rf.430e7f3f45467bb866d074bdcb6e87b7,s1,test_b02
4,6,t3-20221105-0454_jpg.rf.bbb682209962724d9aad2aef7ea6b4d8,s1,test_b02
3,9,t3-20221105-0524_jpg.rf.adad802e350e848dcadaf13abd3d19f2,s1,test_b02
6,11,t3-20221105-0554_jpg.rf.4d871ede35536e01ae69bcd28f4e000f,s1,test_b02
2,6,t3-20221105-0624_jpg.rf.1937f6ff6ad81e8deb36e48c9604cfb0,s1,test_b02
2,3,t3-20221105-0654_jpg.rf.8f694a4e4ffb848258c9ee7bfd6b479a,s1,test_b02
4,8,t3-20221105-0724_jpg.rf.1d47d0d3705ada752ffbad8a2f7585d1,s1,test_b02
3,7,t3-20221105-0754_jpg.rf.259c80cee8aebb849a6fd79bc555a1ef,s1,test_b02
2,5,t3-20221105-0824_jpg.rf.c2a7c0803ca2a9f928cb77cdbc035ffb,s1,test_b02
2,3,t3-20221105-0854_jpg.rf.d57c62584540eae15d02df457bf4efbd,s1,test_b02
4,10,t3-20221105-0924_jpg.rf.7ba173ab88fe7d0962b80fb77fc42e72,s1,test_b02
1,4,t3-20221105-0954_jpg.rf.88b6388bc48d035006d75ce6f219bc28,s1,test_b02
4,8,t3-20221105-1024_jpg.rf.2190350f40df8fea9edd45dffc5395f3,s1,test_b02
1,2,t3-20221105-1054_jpg.rf.63ba7d1e53cd460ab4c5e505539cb461,s1,test_b02
2,6,t3-20221105-1124_jpg.rf.c2bb16a3d86d650547edcfd258b8e726,s1,test_b02
4,5,t3-20221105-1154_jpg.rf.f55c3a13ab2035ed413b4389c2569eb5,s1,test_b02
3,7,t3-20221105-1224_jpg.rf.39feeeb21875247158ece61fec901088,s1,test_b02
3,6,t3-20221105-1254_jpg.rf.157ee5e34859b9e8c2aa3debdc7532e0,s1,test_b02
4,7,t3-20221105-1324_jpg.rf.88d2e62c080d30d66669dfae6b009c10,s1,test_b02
4,7,t3-20221105-1354_jpg.rf.68a59cd62698e0a036eb4a98d62468fd,s1,test_b02
2,5,t3-20221105-1424_jpg.rf.a3220c4b52c7a03c75f320db3e3fbc6b,s1,test_b02
5,8,t3-20221105-1454_jpg.rf.23af06a0e15663628a2684a08c692565,s1,test_b02
1,5,t3-20221105-1524_jpg.rf.703d0cdb88712ec2e0b438ce75dfbffb,s1,test_b02
2,5,t3-20221105-1554_jpg.rf.0145eb672aae11379177fca14f32c602,s1,test_b02
3,4,t3-20221105-1624_jpg.rf.d83e4a1f2e960e36056bfcdac8d15168,s1,test_b02
4,6,t3-20221105-1654_jpg.rf.078208eabc5b20445bf9481005656989,s1,test_b02
0,4,ctrl-20230329-0909_jpg.rf.da3bc91588e0d7bee446ca0f6cab47a3,s1,test_b03
1,3,ctrl-20230329-0939_jpg.rf.b0220f5515a236ec1889ae8d3acf2758,s1,test_b03
1,2,ctrl-20230329-1009_jpg.rf.ea25d481aa42f1e01a80dc2423707ed3,s1,test_b03
4,5,ctrl-20230329-1039_jpg.rf.1147b3d3eb57a861e115552afe646bc8,s1,test_b03
3,6,ctrl-20230329-1109_jpg.rf.ef5ce429ae679f2c694d569664a240b3,s1,test_b03
3,4,ctrl-20230329-1139_jpg.rf.1b12d8770b6244b0364aa2e8f38596a6,s1,test_b03
3,3,ctrl-20230329-1209_jpg.rf.da8b292b719aae99710cb106d00725d9,s1,test_b03
3,5,ctrl-20230329-1239_jpg.rf.2a1f6f744f3e6fc0a55677f0daedbf10,s1,test_b03
0,2,ctrl-20230329-1309_jpg.rf.cc1d79c4b4cdd738e5746425e5084e85,s1,test_b03
1,2,ctrl-20230329-1339_jpg.rf.1d91451fd8c9284fae0ea0745e4037b8,s1,test_b03
1,2,ctrl-20230329-1409_jpg.rf.803a739d25033a90c8d7d11f80fea1e0,s1,test_b03
2,3,ctrl-20230329-1439_jpg.rf.9320260833d6319e562f144035c2cff7,s1,test_b03
1,1,ctrl-20230329-1509_jpg.rf.9b20928201fc18d648ccf46b02866109,s1,test_b03
5,7,ctrl-20230329-1539_jpg.rf.057a1d0f3307f2c2229fd677911c119e,s1,test_b03
1,1,ctrl-20230329-1609_jpg.rf.9301597a9415d80972e16d2d0ca9aaf6,s1,test_b03
1,2,ctrl-20230329-1639_jpg.rf.239cc7536628607f580e8aba9a376edc,s1,test_b03
0,1,ctrl-20230329-1709_jpg.rf.813081a63317844ecd3db6da62e14d2c,s1,test_b03
0,1,ctrl-20230329-1739_jpg.rf.8123436272cac72325e7019ee0e866cf,s1,test_b03
2,3,ctrl-20230329-1809_jpg.rf.20a1acc17df40ecf30c78f0fc45db1d7,s1,test_b03
1,2,ctrl-20230329-1839_jpg.rf.647ddd856e91316501051b01e6183ef6,s1,test_b03
1,2,ctrl-20230329-1909_jpg.rf.5645a3183b76011ba984b92682f20f63,s1,test_b03
3,3,ctrl-20230329-1939_jpg.rf.1caa0146c9333aee3f4927c12df15116,s1,test_b03
0,3,ctrl-20230329-2009_jpg.rf.2e2589a9a529ea78b3c623b34aebee21,s1,test_b03
1,4,ctrl-20230329-2039_jpg.rf.2557f6703bff0629ab6b07a9c86a410a,s1,test_b03
0,2,ctrl-20230329-2109_jpg.rf.dd1aa7ec172443119b62d66ebcdbe198,s1,test_b03
2,4,ctrl-20230329-2139_jpg.rf.6bdb992590d58f655b3d251ea03f2a4b,s1,test_b03
2,4,ctrl-20230329-2209_jpg.rf.847224a1eb6a942963c6d727b4436335,s1,test_b03
1,2,ctrl-20230329-2239_jpg.rf.9a6a8eebdcd58212898b1246e6cc2631,s1,test_b03
1,3,ctrl-20230329-2309_jpg.rf.32c9e5111b2814c0653e1695f2cd494f,s1,test_b03
0,2,ctrl-20230329-2339_jpg.rf.ce7af2093b70d5973cde6238c096c222,s1,test_b03
1,2,ctrl-20230330-0009_jpg.rf.dbf3533415aa3727f09d4a9211352e6a,s1,test_b03
1,2,ctrl-20230330-0039_jpg.rf.9c2a0c4be38bcab14ae47da625297895,s1,test_b03
0,2,ctrl-20230330-0109_jpg.rf.e55bbe0963dbbce1cc0904239de5fabc,s1,test_b03
0,2,ctrl-20230330-0139_jpg.rf.4772f637a7ff90dc57e3d469ce99d2ee,s1,test_b03
0,3,ctrl-20230330-0209_jpg.rf.78c36416fb74e1a4de5d1511d0b82b72,s1,test_b03
0,3,ctrl-20230330-0239_jpg.rf.ae785840530e463ec2ad302f96b9c6df,s1,test_b03
0,2,ctrl-20230330-0309_jpg.rf.736af86ff54f7ffdc778acd0dfb34e6e,s1,test_b03
1,4,ctrl-20230330-0339_jpg.rf.5c98b9fd37b18a2ce494ff80a268e3a6,s1,test_b03
0,2,ctrl-20230330-0409_jpg.rf.8a14538650be6afe6e666f9d20ab7123,s1,test_b03
0,2,ctrl-20230330-0439_jpg.rf.4ee7e9cbadc54360f877b76caf686346,s1,test_b03
1,1,ctrl-20230330-0509_jpg.rf.522d63f36c6c3d93dc80b1b30be98781,s1,test_b03
0,2,ctrl-20230330-0539_jpg.rf.fb7e19c2f45cffe4075cbe8a41fe0306,s1,test_b03
1,1,ctrl-20230330-0609_jpg.rf.b57cc775af48f482aa744770d6f8be91,s1,test_b03
0,2,ctrl-20230330-0639_jpg.rf.748731b6bc94c539ae36761552623092,s1,test_b03
0,3,ctrl-20230330-0709_jpg.rf.071940e3b48044fc30dbace66bc55646,s1,test_b03
0,2,ctrl-20230330-0739_jpg.rf.0b12e1d2129fe71cf67b6efe4f1e79c3,s1,test_b03
0,1,ctrl-20230330-0809_jpg.rf.3bb53fbc56e22361cb3c2413d47abc6b,s1,test_b03
0,2,ctrl-20230330-0839_jpg.rf.55a2c02683383ff49003e6b0b4edf82e,s1,test_b03
0,3,ctrl-20230330-0939_jpg.rf.afd7b876396809f35e6fef02619deaf5,s1,test_b03
0,1,ctrl-20230330-1009_jpg.rf.09af3f5104a64c22dfe556d764c2c645,s1,test_b03
0,3,ctrl-20230330-1039_jpg.rf.ffe8d63a3d2f9eaf81decce399ce2cb8,s1,test_b03
1,2,ctrl-20230330-1109_jpg.rf.47a681d9157ed66135370792a40afef1,s1,test_b03
2,3,ctrl-20230330-1139_jpg.rf.3ff79ac3b27c29df22b9a9ff6272f373,s1,test_b03
3,2,ctrl-20230330-1209_jpg.rf.919c687349dd9e5646d05f9d183a6701,s1,test_b03
0,2,ctrl-20230330-1339_jpg.rf.ba4d4e529da65c67915fec4d5881ba72,s1,test_b03
1,1,ctrl-20230330-1409_jpg.rf.13f6b06783367bd82d4bf2194e8130d0,s1,test_b03
1,1,ctrl-20230330-1439_jpg.rf.20439b35734e19848ad24f482a8a1fc7,s1,test_b03
1,2,ctrl-20230330-1509_jpg.rf.1295b827b047fff359d2c8669a3b5e31,s1,test_b03
1,2,ctrl-20230330-1539_jpg.rf.902f4695ca6d586fa5a9f45ac13c3a0e,s1,test_b03
1,3,ctrl-20230330-1609_jpg.rf.677d201ba33a2e3d87797fa09f43d595,s1,test_b03
1,3,ctrl-20230330-1639_jpg.rf.667b3e9b5f89d5ed76ad99ebd70461e7,s1,test_b03
0,3,ctrl-20230330-1709_jpg.rf.4b7055d1d9ca2331836b350543e87e1a,s1,test_b03
1,4,ctrl-20230330-1739_jpg.rf.adfb5d77b37513f847c39f4387a1570b,s1,test_b03
1,3,ctrl-20230330-1809_jpg.rf.cdeb7322530e85522b0fb2c2e6fa86d7,s1,test_b03
0,1,ctrl-20230330-1839_jpg.rf.14e5c9fea828459b0b4a03178a7e9e9a,s1,test_b03
0,3,ctrl-20230330-1909_jpg.rf.ea9b9e167df8fe60e8f73539b15e6053,s1,test_b03
0,1,ctrl-20230330-1939_jpg.rf.d50473a90996f73b1401fe7fada4f66e,s1,test_b03
0,2,ctrl-20230330-2009_jpg.rf.8ea4b821217dd1001c34642a618abbac,s1,test_b03
1,3,ctrl-20230330-2039_jpg.rf.da8992e3f7183954d5e11c5b57940af0,s1,test_b03
0,1,ctrl-20230330-2109_jpg.rf.5b847f8e3b6ef16396d0ff377fb69de3,s1,test_b03
0,3,ctrl-20230330-2139_jpg.rf.5890fbdbeb43779c16b493b075c34b34,s1,test_b03
0,1,ctrl-20230330-2209_jpg.rf.28cdd013da7a6578ac9ebe71a739ab63,s1,test_b03
0,2,ctrl-20230330-2239_jpg.rf.2a9da998b73da9dc1f8cb7f0260ff537,s1,test_b03
1,2,ctrl-20230330-2309_jpg.rf.f93f8ce7f4190a90e7627436cec07b71,s1,test_b03
0,4,ctrl-20230330-2339_jpg.rf.1e9a13cd0caa3de8e1f5eab108f591d7,s1,test_b03
0,3,ctrl-20230331-0009_jpg.rf.a9a9a5958e119b1f2d2633ce39b81100,s1,test_b03
0,1,ctrl-20230331-0039_jpg.rf.034ae0ded7996e293f04a81b1b656f00,s1,test_b03
2,3,ctrl-20230331-0109_jpg.rf.f698cea10a17bca9b1f3f92ea4321b65,s1,test_b03
0,5,ctrl-20230331-0139_jpg.rf.d00114404db0585770cd23b41c5fdfb7,s1,test_b03
2,5,ctrl-20230331-0209_jpg.rf.9ee9322bc894649ade0ed9062bf70438,s1,test_b03
0,4,ctrl-20230331-0239_jpg.rf.00c2acbc60d8b8aa66f70b64c2456609,s1,test_b03
2,2,ctrl-20230331-0309_jpg.rf.ee113bfae036578c2b3b7514d3847511,s1,test_b03
0,3,ctrl-20230331-0409_jpg.rf.6470e10267cd4ab20243b58d540e2599,s1,test_b03
0,4,ctrl-20230331-0509_jpg.rf.79d4f1018a6e3eeb9b126fcb29ef9fac,s1,test_b03
0,3,ctrl-20230331-0539_jpg.rf.f6240a5f8751fceefd8ec2028a4999f5,s1,test_b03
1,3,ctrl-20230331-0609_jpg.rf.78ed10b327457f68b5a24c69f3d68d20,s1,test_b03
0,1,ctrl-20230331-0639_jpg.rf.7629b71b87d0ffb8aa963d39f874142d,s1,test_b03
0,3,ctrl-20230331-0709_jpg.rf.8e7638dbdbe6c9235ae9b4e02bdea3bb,s1,test_b03
0,3,ctrl-20230331-0739_jpg.rf.cb87a03809580eb8f627fd37c08955cc,s1,test_b03
1,1,ctrl-20230331-0809_jpg.rf.28d4915977c019458702ba164a2d03f8,s1,test_b03
1,2,ctrl-20230331-0839_jpg.rf.bfff5a557be667bc0fbea8c401092e09,s1,test_b03
0,3,ctrl-20230331-0909_jpg.rf.530eb6dece5f6aec9f036a19636a1502,s1,test_b03
0,3,ctrl-20230331-0939_jpg.rf.317eb5eb4d97e2d45e9bda16bc1b0a13,s1,test_b03
0,4,ctrl-20230331-1009_jpg.rf.550d183a170d7553f47bade2c105aff7,s1,test_b03
0,4,ctrl-20230331-1039_jpg.rf.4f1d747f58845b2c544b0cd7e3c86b63,s1,test_b03
0,2,ctrl-20230331-1109_jpg.rf.83662671725421e43b101f1c60e0cc4b,s1,test_b03
1,2,ctrl-20230331-1139_jpg.rf.25fc7b5d871a25f7599b9fd2ab09b9c2,s1,test_b03
1,2,ctrl-20230331-1209_jpg.rf.c7376bd2fc55c19d47bf9f8a30fb13df,s1,test_b03
0,2,virus-20230329-2008_jpg.rf.9ff13fd64fea1554edf83e02df5d6c35,s1,test_b03
1,2,virus-20230329-2038_jpg.rf.2f099b8b191e472ce0ac787058fb6a13,s1,test_b03
2,2,virus-20230329-2108_jpg.rf.6ac1581e45e62a4eeb09ea07e7d04bbf,s1,test_b03
5,6,virus-20230329-2138_jpg.rf.fa12c9742bcfadda8191332c44de4087,s1,test_b03
11,13,virus-20230329-2208_jpg.rf.feeafde8777acec0beaa4e6d1707ef1b,s1,test_b03
4,5,virus-20230329-2238_jpg.rf.c1d0c4b31735f27c19418db8d336403d,s1,test_b03
5,8,virus-20230329-2308_jpg.rf.9b08c02aa348ec96bda0e755d108d57c,s1,test_b03
0,3,virus-20230329-2338_jpg.rf.7bd4cc974bd36703422cf693151881e9,s1,test_b03
1,6,virus-20230330-0008_jpg.rf.81b770f3bd85ab8ee96a1ae7b1c5ca29,s1,test_b03
2,6,virus-20230330-0038_jpg.rf.088642f4eee37b2ebac49e8d515e5b92,s1,test_b03
0,4,virus-20230330-0108_jpg.rf.67233b26bdcca82bc36ea093a3cc971b,s1,test_b03
0,4,virus-20230330-0138_jpg.rf.b8bc2644cff880be31097b8a6d7c48ba,s1,test_b03
4,7,virus-20230330-0208_jpg.rf.a8de16edcef443df7c187745a041297a,s1,test_b03
1,3,virus-20230330-0238_jpg.rf.a8974f96f79a9ea44d3b7357b1936b36,s1,test_b03
1,5,virus-20230330-0308_jpg.rf.7866f7d128fe126085cd73e37fc3b197,s1,test_b03
2,5,virus-20230330-0338_jpg.rf.d8a80a044661924202a055a269e710fd,s1,test_b03
1,4,virus-20230330-0408_jpg.rf.ccea96a534fd838e310722f2224cf2f9,s1,test_b03
0,3,virus-20230330-0438_jpg.rf.62eb071bf8a53c58f96e02ed63ddd040,s1,test_b03
1,3,virus-20230330-0508_jpg.rf.a324df7a4cae2cb6a859a24d24eccd7b,s1,test_b03
0,5,virus-20230330-0538_jpg.rf.5cf615dd0f76593fce862d10ebc6d633,s1,test_b03
0,5,virus-20230330-0608_jpg.rf.5ae1ab3cf30d1dd592c7ca762b23b9fe,s1,test_b03
0,3,virus-20230330-0638_jpg.rf.a68088f9d52e7f1f97b46e31f9d92376,s1,test_b03
1,3,virus-20230330-0708_jpg.rf.e0a9700fd56adc3c7573e75cca8c89f0,s1,test_b03
1,4,virus-20230330-0738_jpg.rf.5b4f65dae7d0198a7c7f77c2258efff5,s1,test_b03
0,4,virus-20230330-0808_jpg.rf.529b733a372a75d686e2b45ab307cca4,s1,test_b03
0,5,virus-20230330-0838_jpg.rf.c3fc8730b11c4eb03b6a320f5e0c324b,s1,test_b03
1,4,virus-20230330-0908_jpg.rf.f2cb4423dc842506bf2ef26411c19448,s1,test_b03
1,5,virus-20230330-0938_jpg.rf.34ecda7fd5052a8fb4e2c9168392fdb7,s1,test_b03
0,4,virus-20230330-1008_jpg.rf.56762c8546e8447490b7393c8ff8fa41,s1,test_b03
1,6,virus-20230330-1038_jpg.rf.5ead24a868ef3bfb342e06345709236b,s1,test_b03
1,5,virus-20230330-1108_jpg.rf.566b790faf20c13eddd79e19ec7fbe7d,s1,test_b03
0,7,virus-20230330-1138_jpg.rf.80906a898407a5ce96b62a548995c7ef,s1,test_b03
1,6,virus-20230330-1208_jpg.rf.b24b073a52cb88429cc0cc8a262ea842,s1,test_b03
0,5,virus-20230330-1238_jpg.rf.5205ba776439a32c427bfa82668412d0,s1,test_b03
0,8,virus-20230330-1308_jpg.rf.caef22fbb564174985fc4b4d273f7256,s1,test_b03
0,4,virus-20230330-1338_jpg.rf.b093e328a9e073a81b01d48b05080517,s1,test_b03
3,7,virus-20230330-1408_jpg.rf.d38917800a68337968f4d10222c0f715,s1,test_b03
0,6,virus-20230330-1438_jpg.rf.6aeab66ca7ad2792c257f55d6507af81,s1,test_b03
0,3,virus-20230330-1508_jpg.rf.0c85a5d308e8625bfe8a3fd6e6cd86de,s1,test_b03
0,5,virus-20230330-1538_jpg.rf.b9b766c1a5e26cedfaa5583a27539239,s1,test_b03
0,6,virus-20230330-1608_jpg.rf.098ce755f3c2a9d85a6c4ac4c9d0b684,s1,test_b03
1,4,virus-20230330-1638_jpg.rf.1c2d2127945911aee3034843f64a7a2b,s1,test_b03
0,4,virus-20230330-1708_jpg.rf.8e4dd379e4cf7cc0c9ed65c0021b0362,s1,test_b03
0,5,virus-20230330-1738_jpg.rf.36144210b9e06c48e98b2d2c46f244f9,s1,test_b03
0,6,virus-20230330-1808_jpg.rf.01d1f6b8126a034b2ddcd9e5c1402237,s1,test_b03
0,4,virus-20230330-1838_jpg.rf.db82d489c98faadcebdd88d41599a804,s1,test_b03
0,5,virus-20230330-1908_jpg.rf.3dd9024ba16f50a47d7c5f053ce08673,s1,test_b03
0,7,virus-20230330-1938_jpg.rf.4c48ddc261b0697894e8e5f17088ef8e,s1,test_b03
1,5,virus-20230330-2008_jpg.rf.4ee68bfffbf777ede1cbb133007528ef,s1,test_b03
1,3,virus-20230330-2038_jpg.rf.6d28a62f78c9032d6ad98944692f95f8,s1,test_b03
0,4,virus-20230330-2108_jpg.rf.fed7dc576c5aad1e11e6af04928e7632,s1,test_b03
0,6,virus-20230330-2138_jpg.rf.fdb2f4cb83ab0e530da6abc88794e340,s1,test_b03
0,4,virus-20230330-2208_jpg.rf.01ecb3f4845e6f1bfa06cb0ea0dfc171,s1,test_b03
0,4,virus-20230330-2238_jpg.rf.fb4182bf677ca34e55cdedeca72bb4af,s1,test_b03
2,6,virus-20230330-2308_jpg.rf.dfdcb9f79bf4b336f3801959f453ebbb,s1,test_b03
0,4,virus-20230330-2338_jpg.rf.fcc7a9d2d5b5088b67b5f41f5eafcdb4,s1,test_b03
0,4,virus-20230331-0008_jpg.rf.125a493192b2d7bd4b91c96c4f492fe2,s1,test_b03
1,5,virus-20230331-0038_jpg.rf.5eac15ece84d396769aed2a7acd68548,s1,test_b03
0,5,virus-20230331-0108_jpg.rf.7c02236691da4cd5e9977bd0a996a504,s1,test_b03
0,3,virus-20230331-0138_jpg.rf.9b802b798fbc9ca30504ae540ecd5ee8,s1,test_b03
1,5,virus-20230331-0208_jpg.rf.73182b3a6fd5ac29ed2ad4ba43462ee8,s1,test_b03
0,3,virus-20230331-0238_jpg.rf.b532d860f315b2e9d062657ce84794c1,s1,test_b03
1,4,virus-20230331-0308_jpg.rf.6a2cc354c4523fbda5478d6015742818,s1,test_b03
1,4,virus-20230331-0338_jpg.rf.b71f510451ee97222ac321af6962d3fb,s1,test_b03
0,3,virus-20230331-0408_jpg.rf.b674f04795ddb7ef596db9c7d2cfd6bc,s1,test_b03
0,3,virus-20230331-0438_jpg.rf.08d1adde6690e0cb1a5ca322f8dce039,s1,test_b03
0,3,virus-20230331-0508_jpg.rf.ee36de2ebf5353808c857f45bc72390d,s1,test_b03
0,5,virus-20230331-0538_jpg.rf.8a1b992540dfd806bdb22d71a2519ccf,s1,test_b03
0,3,virus-20230331-0608_jpg.rf.a9dfaca3929f347af773dda65dd6c958,s1,test_b03
1,4,virus-20230331-0638_jpg.rf.c5c96b27f0ea0506d61298b15fb869d2,s1,test_b03
0,5,virus-20230331-0708_jpg.rf.f666a3d8f230c35787b179cc4dac2676,s1,test_b03
0,4,virus-20230331-0738_jpg.rf.3eeb5cd05419490a21f6b4293914ca46,s1,test_b03
0,5,virus-20230331-0808_jpg.rf.3f2fb7dff435cb557ba2a01748b322cf,s1,test_b03
1,4,virus-20230331-0838_jpg.rf.a02a81561a93ad00bd4824bf895788e2,s1,test_b03
4,9,virus-20230331-0908_jpg.rf.5942defb71f39b2731d19ffb6c1e85b3,s1,test_b03
0,5,virus-20230331-0938_jpg.rf.75d7d7ffed8a224fe4a648690586ff90,s1,test_b03
0,4,virus-20230331-1008_jpg.rf.f240319fa13416de5ea438a2f1d8dc5e,s1,test_b03
0,4,virus-20230331-1038_jpg.rf.2d7a62b4ea02d4b4d001d784ce92fe25,s1,test_b03
0,4,virus-20230331-1108_jpg.rf.431eeae7f8675fdf017197c4513eb717,s1,test_b03
0,4,virus-20230331-1138_jpg.rf.8b261e4a89bf016890a8e5625727ae8c,s1,test_b03
0,3,virus-20230331-1208_jpg.rf.54dea16ad0c6603653590499574fff9a,s1,test_b03
0,3,virus-20230331-1238_jpg.rf.3cad9730d5d6cdf417c9febf3a1e56a7,s1,test_b03
0,5,virus-20230331-1308_jpg.rf.62634c0d7ccfe3b649d2504cd437564f,s1,test_b03
0,4,virus-20230331-1338_jpg.rf.cf9ec96fdbae278e1489c0904388b38b,s1,test_b03
0,3,virus-20230331-1408_jpg.rf.0e3dec85d246f5e1e425f6db97959baa,s1,test_b03
0,3,virus-20230331-1438_jpg.rf.5bd55c75f7570001526ab8a9ad48a51d,s1,test_b03
0,2,virus-20230331-1508_jpg.rf.61db19e40535730d82e8a19cfee3345d,s1,test_b03
0,5,virus-20230331-1538_jpg.rf.1d6d1adaab9429f83cb5945f1ad79837,s1,test_b03
0,5,virus-20230331-1608_jpg.rf.807103346e9c632e9fcb53ed1d88fe65,s1,test_b03
0,2,virus-20230331-1638_jpg.rf.fee55bc69f50d9bcaa8f4ec811a4a5d4,s1,test_b03
0,4,virus-20230331-1708_jpg.rf.05c4e43b4e1ca6a5c15ffaaf73e7dcc0,s1,test_b03
0,4,virus-20230331-1738_jpg.rf.d0f9ca95a781d642da55ac2f1f9c0cd1,s1,test_b03
0,4,virus-20230331-1808_jpg.rf.de71563716eb8b82b06450aee6212f7d,s1,test_b03
0,5,virus-20230331-1838_jpg.rf.9c5c2ee41cd485d0ea8ed47dc88a0ec9,s1,test_b03
0,4,virus-20230331-1908_jpg.rf.cec327eea99b1e5204098b9af0b24a2b,s1,test_b03
0,5,virus-20230331-1938_jpg.rf.cd0105b06719d9f730b8aabb4c967341,s1,test_b03
0,4,virus-20230331-2008_jpg.rf.536e3d147bc94df7b0c2031e0b26da50,s1,test_b03
0,5,virus-20230331-2038_jpg.rf.3c1d8ddb64d08dfe39d6c4b65c82d656,s1,test_b03
0,3,virus-20230331-2108_jpg.rf.576196650572b26a16d50dd7a108f0a5,s1,test_b03
0,3,virus-20230331-2138_jpg.rf.bd20e2ca534d61684f64361a431230a7,s1,test_b03
0,3,virus-20230331-2208_jpg.rf.aec15ed69039cc91fc0a2314c733406f,s1,test_b03
0,3,virus-20230331-2238_jpg.rf.9c1aa7a30ace8b13b9b8a736e872569f,s1,test_b03
0,4,virus-20230331-2308_jpg.rf.b70e00308b85654f1ea9d2294df76215,s1,test_b03
